min_conf,min_p_up,min_abs_meta_score,top_n,n_trades,win_rate,avg_ret,median_ret,avg_win,avg_loss,profit_factor,expectancy,sharpe,max_drawdown
0.5,0.55,0.15,5,268,0.9776119402985075,0.02770038957487665,0.025246760222923458,0.028112389609002583,-0.008280946738788455,296.4816427353039,0.02770038957487665,26.174252733927638,0.00518019738496131
0.5,0.55,0.2,5,268,0.9776119402985075,0.02770038957487665,0.025246760222923458,0.028112389609002583,-0.008280946738788455,296.4816427353039,0.02770038957487665,26.174252733927638,0.00518019738496131
0.5,0.55,0.25,5,268,0.9776119402985075,0.02770038957487665,0.025246760222923458,0.028112389609002583,-0.008280946738788455,296.4816427353039,0.02770038957487665,26.174252733927638,0.00518019738496131
0.5,0.55,0.3,5,268,0.9776119402985075,0.02770038957487665,0.025246760222923458,0.028112389609002583,-0.008280946738788455,296.4816427353039,0.02770038957487665,26.174252733927638,0.00518019738496131
0.5,0.6,0.15,5,268,0.9776119402985075,0.02770038957487665,0.025246760222923458,0.028112389609002583,-0.008280946738788455,296.4816427353039,0.02770038957487665,26.174252733927638,0.00518019738496131
0.5,0.6,0.2,5,268,0.9776119402985075,0.02770038957487665,0.025246760222923458,0.028112389609002583,-0.008280946738788455,296.4816427353039,0.02770038957487665,26.174252733927638,0.00518019738496131
0.5,0.6,0.25,5,268,0.9776119402985075,0.02770038957487665,0.025246760222923458,0.028112389609002583,-0.008280946738788455,296.4816427353039,0.02770038957487665,26.174252733927638,0.00518019738496131
0.5,0.6,0.3,5,268,0.9776119402985075,0.02770038957487665,0.025246760222923458,0.028112389609002583,-0.008280946738788455,296.4816427353039,0.02770038957487665,26.174252733927638,0.00518019738496131
0.5,0.65,0.15,5,268,0.9776119402985075,0.02770038957487665,0.025246760222923458,0.028112389609002583,-0.008280946738788455,296.4816427353039,0.02770038957487665,26.174252733927638,0.00518019738496131
0.5,0.65,0.2,5,268,0.9776119402985075,0.02770038957487665,0.025246760222923458,0.028112389609002583,-0.008280946738788455,296.4816427353039,0.02770038957487665,26.174252733927638,0.00518019738496131
0.5,0.65,0.25,5,268,0.9776119402985075,0.02770038957487665,0.025246760222923458,0.028112389609002583,-0.008280946738788455,296.4816427353039,0.02770038957487665,26.174252733927638,0.00518019738496131
0.5,0.65,0.3,5,268,0.9776119402985075,0.02770038957487665,0.025246760222923458,0.028112389609002583,-0.008280946738788455,296.4816427353039,0.02770038957487665,26.174252733927638,0.00518019738496131
0.5,0.55,0.15,3,222,0.9774774774774775,0.028242631749019177,0.02646815550041359,0.028610103784774157,-0.011628084130395965,266.956811271565,0.028242631749019177,23.894458088054225,0.005739181418685045
